SampleID,SampleName,U_(ppm),±_U_(ppm),Th_(ppm),±_Th_(ppm),Sm_(ppm),±_Sm_(ppm),He_(nmol/g),±_He_(nmol/g),Th/U,eU_(ppm),U_(ng),±_U_(ng),Th_(ng),±_Th_(ng),Sm_(ng),±_Sm_(ng),He_(ncc),±_He_(ncc),He_(ncc/g),±_He_(ncc/g),U_(nmol),±_U_(nmol),Th_(nmol),±_Th_(nmol),Sm_(nmol),±_Sm_(nmol),He_(nmol),±_He_(nmol),U_(nmol/g),±_U_(nmol/g),Th_(nmol/g),±_Th_(nmol/g),Sm_(nmol/g),±_Sm_(nmol/g)
0.0037,ICABR-02/2 - P1a-4 (N),3.45,,99.22,,,,2.27,,28.77,26.77,,,,,,,,,,,,,,,,,,,,,,,,
0.0038,ICABR-02/3 - P1b-1 (B),4.25,,117.79,,,,2.39,,27.70,31.93,,,,,,,,,,,,,,,,,,,,,,,,
0.0039,ICABR-02/3 - P1b-2,3.58,,86.10,,,,2.39,,24.06,23.81,,,,,,,,,,,,,,,,,,,,,,,,
0.004,ICABR-02/3 - P1b-3 (N),5.89,,73.27,,,,1.74,,12.43,23.11,,,,,,,,,,,,,,,,,,,,,,,,
0.0041,ICABR-02/5,12.49,,122.78,,,,5.57,,9.83,41.35,,,,,,,,,,,,,,,,,,,,,,,,
0.0042,ICABR-03/1 - P1a-1 (B),4.68,,139.57,,,,1.36,,29.85,37.47,,,,,,,,,,,,,,,,,,,,,,,,
0.0043,ICABR-03/1 - P1a-2,4.49,,77.38,,,,1.40,,17.24,22.67,,,,,,,,,,,,,,,,,,,,,,,,
0.0044,ICABR-03/1 - P1a-3,4.09,,65.90,,,,1.98,,16.10,19.58,,,,,,,,,,,,,,,,,,,,,,,,
0.0045,ICABR-03/1 - P1a-4,4.27,,79.30,,,,1.59,,18.58,22.91,,,,,,,,,,,,,,,,,,,,,,,,
0.0046,ICABR-03/1 - P1a-5 (N),5.06,,72.18,,,,1.30,,14.27,22.02,,,,,,,,,,,,,,,,,,,,,,,,
0.0047,ICABR-03/2 - P2a-1 (B),6.89,,70.67,,,,1.25,,10.26,23.49,,,,,,,,,,,,,,,,,,,,,,,,
0.0048,ICABR-03/2 - P2a-2,4.42,,99.71,,,,2.00,,22.56,27.85,,,,,,,,,,,,,,,,,,,,,,,,
0.0049,ICABR-03/2 - P2a-3 (N),7.69,,57.12,,,,1.60,,7.43,21.11,,,,,,,,,,,,,,,,,,,,,,,,
0.005,ICABR-03/3 - P3b-1 (B),3.61,,95.09,,,,1.82,,26.37,25.95,,,,,,,,,,,,,,,,,,,,,,,,
0.0051,ICABR-03/3 - P3b-2,3.89,,116.73,,,,1.98,,30.02,31.32,,,,,,,,,,,,,,,,,,,,,,,,
0.0052,ICABR-03/3 - P3b-3 (N),5.98,,144.59,,,,2.74,,24.18,39.96,,,,,,,,,,,,,,,,,,,,,,,,
0.0053,ICABR-03/4 - P4b-1 (B),5.84,,78.68,,,,1.85,,13.48,24.33,,,,,,,,,,,,,,,,,,,,,,,,
0.0054,ICABR-03/4 - P4b-2 (N),8.09,,80.99,,,,11.73,,10.01,27.12,,,,,,,,,,,,,,,,,,,,,,,,
0.0055,ICABR-03/5 - P2b-2 (B),3.73,,112.48,,,,1.29,,30.13,30.17,,,,,,,,,,,,,,,,,,,,,,,,
0.0056,ICABR-03/5 - P2b-3 (N),3.15,,86.79,,,,1.11,,27.55,23.55,,,,,,,,,,,,,,,,,,,,,,,,
0.0057,ICABR-04/1,5.06,,166.17,,,,5.76,,32.86,44.11,,,,,,,,,,,,,,,,,,,,,,,,
0.0058,ICABR-04/6,6.01,,132.21,,,,2.35,,22.01,37.08,,,,,,,,,,,,,,,,,,,,,,,,
0.0059,ICABR-04/7 - P5b-1 (B),4.29,,93.80,,,,2.88,,21.87,26.33,,,,,,,,,,,,,,,,,,,,,,,,
0.006,ICABR-04/7 - P5b-2,5.18,,207.94,,,,2.96,,40.11,54.05,,,,,,,,,,,,,,,,,,,,,,,,
0.0061,ICABR-04/7 - P5b-3,3.34,,120.74,,,,2.21,,36.17,31.71,,,,,,,,,,,,,,,,,,,,,,,,
0.0062,ICABR-04/7 - P5b-4 (N),4.96,,120.48,,,,1.83,,24.27,33.28,,,,,,,,,,,,,,,,,,,,,,,,
0.0063,ICABR-04/7a,6.10,,148.15,,,,1.80,,24.29,40.91,,,,,,,,,,,,,,,,,,,,,,,,
0.0064,ICABR-04/7c,4.19,,103.34,,,,2.40,,24.67,28.47,,,,,,,,,,,,,,,,,,,,,,,,
0.0065,ICABR-05/2,4.16,,33.69,,,,0.35,,8.10,12.08,,,,,,,,,,,,,,,,,,,,,,,,
0.0066,ICABR-05/3,11.16,,144.24,,,,3.09,,12.92,45.06,,,,,,,,,,,,,,,,,,,,,,,,
0.0067,ICABR-05/4,6.84,,76.44,,,,1.13,,11.17,24.80,,,,,,,,,,,,,,,,,,,,,,,,
0.0068,ICABR-11/2a,19.25,,96.63,,,,2.60,,5.02,41.96,,,,,,,,,,,,,,,,,,,,,,,,
0.0069,ICABR-11/2c,14.09,,42.17,,,,6.11,,2.99,24.00,,,,,,,,,,,,,,,,,,,,,,,,
0.007,ICABR-11/3a,18.59,,20.73,,,,1.01,,1.12,23.46,,,,,,,,,,,,,,,,,,,,,,,,
0.0071,ICABR-11/3b1,3.88,,1.98,,,,0.25,,0.51,4.35,,,,,,,,,,,,,,,,,,,,,,,,
0.0072,ICABR-11/3b2,1.72,,3.74,,,,0.41,,2.17,2.60,,,,,,,,,,,,,,,,,,,,,,,,
0.0073,ICABR-11/3c3,16.41,,35.74,,,,0.74,,2.18,24.81,,,,,,,,,,,,,,,,,,,,,,,,
0.0074,ICABR-11/3c4,6.86,,17.08,,,,0.36,,2.49,10.87,,,,,,,,,,,,,,,,,,,,,,,,
0.0075,ICABR-11/3d1,11.18,,33.35,,,,0.94,,2.98,19.01,,,,,,,,,,,,,,,,,,,,,,,,
0.0076,ICABR-11/4a,2.27,,1.88,,,,0.14,,0.83,2.71,,,,,,,,,,,,,,,,,,,,,,,,
0.0077,ICABR-11/4b,34.41,,11.06,,,,1.21,,0.32,37.01,,,,,,,,,,,,,,,,,,,,,,,,
0.0078,ICABR-11/4c,11.61,,30.00,,,,0.74,,2.59,18.66,,,,,,,,,,,,,,,,,,,,,,,,
0.0079,ICABR-11/4d,3.08,,10.57,,,,0.26,,3.43,5.56,,,,,,,,,,,,,,,,,,,,,,,,
0.008,ICABR-11/4e,3.15,,11.14,,,,0.32,,3.53,5.77,,,,,,,,,,,,,,,,,,,,,,,,
0.0081,ICABR-12/1 - P5b-1 (B),5.65,,131.67,,,,3.07,,23.30,36.59,,,,,,,,,,,,,,,,,,,,,,,,
0.0082,ICABR-12/1 - P5b-2 (N),5.42,,112.90,,,,1.59,,20.81,31.96,,,,,,,,,,,,,,,,,,,,,,,,
0.0083,ICABR-12/2 - P4b-1 (B),5.04,,161.85,,,,2.61,,32.13,43.07,,,,,,,,,,,,,,,,,,,,,,,,
0.0084,ICABR-12/2 - P4b-2,4.14,,260.82,,,,2.02,,62.99,65.43,,,,,,,,,,,,,,,,,,,,,,,,
0.0085,ICABR-12/2 - P4b-3 (N),3.74,,200.27,,,,2.54,,53.53,50.80,,,,,,,,,,,,,,,,,,,,,,,,
0.0086,ICABR-12/3 - P3a-1 (B),3.54,,156.85,,,,1.17,,44.35,40.40,,,,,,,,,,,,,,,,,,,,,,,,
0.0087,ICABR-12/3 - P3a-2 (N),5.13,,97.58,,,,1.94,,19.03,28.06,,,,,,,,,,,,,,,,,,,,,,,,
0.0088,G1B(a),3.51,0.06,20.31,0.33,1.76,0.12,0.96,0.02,5.79,8.28,,,,,,,,,,,,,,,,,,,,,,,,
0.0089,G1B(b),2.39,0.02,14.96,0.18,1.45,0.08,0.86,0.07,6.26,5.91,,,,,,,,,,,,,,,,,,,,,,,,
0.009,G2(a),2.84,0.03,21.27,0.23,1.04,0.08,0.43,0.04,7.49,7.84,,,,,,,,,,,,,,,,,,,,,,,,
0.0091,G2(b),2.01,0.04,22.29,0.29,0.68,0.09,0.31,0.03,11.09,7.25,,,,,,,,,,,,,,,,,,,,,,,,
0.0092,G3(a) goe,6.60,0.10,60.73,0.81,22.29,0.73,0.65,0.04,9.20,20.87,,,,,,,,,,,,,,,,,,,,,,,,
0.0093,G3(b) goe,6.64,0.12,55.77,0.96,21.42,0.61,0.65,0.02,8.40,19.75,,,,,,,,,,,,,,,,,,,,,,,,
0.0094,G4(a),10.02,0.17,12.07,0.20,0.53,0.05,0.02,0.00,1.20,12.86,,,,,,,,,,,,,,,,,,,,,,,,
0.0095,G4(b),10.89,0.18,10.39,0.17,2.11,0.14,0.01,0.00,0.95,13.33,,,,,,,,,,,,,,,,,,,,,,,,
0.0096,G2-B(a),3.17,0.06,24.15,0.32,1.31,0.09,1.36,0.09,7.62,8.85,,,,,,,,,,,,,,,,,,,,,,,,
0.0097,G2-B(b),1.50,0.02,21.81,0.24,2.37,0.13,1.48,0.08,14.54,6.63,,,,,,,,,,,,,,,,,,,,,,,,
0.0098,1A(a) band A,2.81,0.04,14.29,0.18,1.24,0.09,0.15,0.02,5.09,6.17,,,,,,,,,,,,,,,,,,,,,,,,
0.0099,1A(b) band B,2.00,0.04,23.18,0.43,0.49,0.10,0.01,0.00,11.59,7.45,,,,,,,,,,,,,,,,,,,,,,,,
0.01,1A(c) band B,3.08,0.05,15.10,0.22,1.47,0.07,0.05,0.01,4.90,6.63,,,,,,,,,,,,,,,,,,,,,,,,
0.0101,P2.8(a),45.41,0.47,41.13,0.49,8.06,0.43,1.55,0.07,0.91,55.08,,,,,,,,,,,,,,,,,,,,,,,,
0.0102,P2.8(b),46.37,0.51,36.88,0.43,10.46,0.51,1.85,0.06,0.80,55.04,,,,,,,,,,,,,,,,,,,,,,,,
0.0103,P2.10(b),36.62,0.59,23.51,0.39,36.63,1.80,4.09,0.10,0.64,42.14,,,,,,,,,,,,,,,,,,,,,,,,
0.0104,P2.10(c),35.40,0.46,42.91,0.60,83.24,3.63,4.27,0.14,1.21,45.48,,,,,,,,,,,,,,,,,,,,,,,,
0.0105,P3A(c),1.47,0.02,53.23,0.62,1.23,0.07,0.11,0.02,36.21,13.98,,,,,,,,,,,,,,,,,,,,,,,,
0.0106,P3A(d),1.44,0.02,49.87,0.57,1.48,0.10,0.08,0.02,34.63,13.16,,,,,,,,,,,,,,,,,,,,,,,,
0.0107,DP01-a,31.30,0.49,22.76,0.37,2.17,0.12,1.05,0.03,0.73,36.65,,,,,,,,,,,,,,,,,,,,,,,,
0.0108,DP01-b,25.37,0.32,25.43,0.30,3.53,0.16,1.24,0.06,1.00,31.35,,,,,,,,,,,,,,,,,,,,,,,,
0.0109,DP01-c,23.74,0.29,24.35,0.33,2.26,0.12,1.30,0.05,1.03,29.46,,,,,,,,,,,,,,,,,,,,,,,,
0.011,DP02-a,25.82,0.27,29.34,0.34,1.53,0.08,1.24,0.06,1.14,32.71,,,,,,,,,,,,,,,,,,,,,,,,
0.0111,DP02-b,28.88,0.29,33.94,0.38,1.89,0.10,1.44,0.07,1.18,36.86,,,,,,,,,,,,,,,,,,,,,,,,
0.0112,DP02-c,26.58,0.39,29.74,0.45,1.47,0.07,1.26,0.04,1.12,33.57,,,,,,,,,,,,,,,,,,,,,,,,
0.0113,DP09-a,8.46,0.12,31.41,0.48,5.59,0.27,1.65,0.06,3.71,15.84,,,,,,,,,,,,,,,,,,,,,,,,
0.0114,DP09-b,7.85,0.09,25.61,0.32,12.68,0.57,1.69,0.07,3.26,13.87,,,,,,,,,,,,,,,,,,,,,,,,
0.0115,DP09-c,9.97,0.20,16.47,0.35,10.55,0.52,1.44,0.03,1.65,13.84,,,,,,,,,,,,,,,,,,,,,,,,
0.0116,DP011-a,6.25,0.08,18.29,0.27,6.96,0.32,0.94,0.03,2.93,10.55,,,,,,,,,,,,,,,,,,,,,,,,
0.0117,DP011-b,8.31,0.14,24.30,0.40,4.72,0.21,1.18,0.02,2.92,14.02,,,,,,,,,,,,,,,,,,,,,,,,
0.0118,DP011-c,7.61,0.12,21.92,0.35,6.15,0.30,1.13,0.03,2.88,12.76,,,,,,,,,,,,,,,,,,,,,,,,
0.0119,DP015-a,4.89,0.07,35.40,0.52,1.07,0.06,1.72,0.04,7.24,13.21,,,,,,,,,,,,,,,,,,,,,,,,
0.012,DP015-b,5.13,0.07,25.79,0.34,1.05,0.06,1.31,0.05,5.03,11.19,,,,,,,,,,,,,,,,,,,,,,,,
0.0121,DP021-a,6.62,0.10,42.99,0.60,0.73,0.09,2.20,0.08,6.49,16.72,,,,,,,,,,,,,,,,,,,,,,,,
0.0122,DP021-b,8.01,0.11,48.71,0.75,0.75,0.06,2.56,0.09,6.08,19.46,,,,,,,,,,,,,,,,,,,,,,,,
0.0123,G1B,3.50,0.05,17.71,0.24,1.47,0.10,2.10,0.04,5.06,7.66,,,,,,,,,,,,,,,,,,,,,,,,
0.0124,G2,2.63,0.05,22.38,0.36,1.24,0.07,0.36,0.02,8.51,7.89,,,,,,,,,,,,,,,,,,,,,,,,
0.0125,G3,8.47,0.15,52.45,0.91,24.83,1.27,0.84,0.02,6.19,20.80,,,,,,,,,,,,,,,,,,,,,,,,
0.0126,G4,10.50,0.15,7.49,0.11,0.49,0.04,0.01,0.00,0.71,12.26,,,,,,,,,,,,,,,,,,,,,,,,
0.0127,G4,11.59,0.17,7.93,0.11,0.43,0.04,0.01,0.00,0.68,13.45,,,,,,,,,,,,,,,,,,,,,,,,
0.0128,G2-B,1.39,0.02,31.66,0.48,1.33,0.08,0.49,0.03,22.78,8.83,,,,,,,,,,,,,,,,,,,,,,,,
0.0129,P2.8,45.62,0.66,48.73,0.70,7.10,0.37,1.86,0.05,1.07,57.07,,,,,,,,,,,,,,,,,,,,,,,,
0.013,P2.10,34.13,0.61,21.49,0.38,30.64,1.50,3.76,0.10,0.63,39.18,,,,,,,,,,,,,,,,,,,,,,,,
0.0131,P3A,1.41,0.03,37.66,0.75,1.63,0.10,0.04,0.00,26.71,10.26,,,,,,,,,,,,,,,,,,,,,,,,
0.0132,P3A,1.85,0.03,46.84,0.66,2.35,0.15,0.26,0.01,25.32,12.86,,,,,,,,,,,,,,,,,,,,,,,,
0.0133,DPB1,10.36,0.15,25.77,0.41,8.20,0.44,1.87,0.08,2.49,16.42,,,,,,,,,,,,,,,,,,,,,,,,
0.0134,DPB1,9.89,0.20,25.76,0.51,8.38,0.46,1.85,0.04,2.60,15.94,,,,,,,,,,,,,,,,,,,,,,,,
0.0135,DPB1,9.86,0.15,23.87,0.37,8.82,0.45,1.77,0.03,2.42,15.47,,,,,,,,,,,,,,,,,,,,,,,,
0.0136,DPC1,10.32,0.15,16.04,0.23,11.17,0.59,1.57,0.05,1.55,14.09,,,,,,,,,,,,,,,,,,,,,,,,
0.0137,DPC1,10.12,0.17,18.23,0.28,11.52,0.68,1.56,0.07,1.80,14.40,,,,,,,,,,,,,,,,,,,,,,,,
0.0138,DPC1,7.70,0.13,16.29,0.27,8.04,0.41,1.55,0.03,2.12,11.53,,,,,,,,,,,,,,,,,,,,,,,,
0.0139,DPB2,10.33,0.16,27.92,0.42,8.34,0.43,1.98,0.06,2.70,16.89,,,,,,,,,,,,,,,,,,,,,,,,
0.014,DPB2,10.29,0.16,26.12,0.39,8.24,0.44,1.85,0.04,2.54,16.43,,,,,,,,,,,,,,,,,,,,,,,,
0.0141,DPB2,10.83,0.22,29.15,0.55,8.64,0.48,2.03,0.05,2.69,17.68,,,,,,,,,,,,,,,,,,,,,,,,
0.0142,DPC2,4.91,0.07,13.15,0.19,2.23,0.12,0.81,0.02,2.68,8.00,,,,,,,,,,,,,,,,,,,,,,,,
0.0143,DPC2,5.77,0.09,14.33,0.23,2.30,0.12,0.85,0.02,2.48,9.14,,,,,,,,,,,,,,,,,,,,,,,,
0.0144,DPC2,4.94,0.10,14.30,0.28,2.13,0.14,0.81,0.04,2.89,8.30,,,,,,,,,,,,,,,,,,,,,,,,
0.0145,DPB3,8.33,0.12,13.94,0.21,22.38,1.11,3.07,0.18,1.67,11.61,,,,,,,,,,,,,,,,,,,,,,,,
0.0146,DPB3,11.27,0.19,17.10,0.27,13.87,0.70,2.37,0.04,1.52,15.29,,,,,,,,,,,,,,,,,,,,,,,,
0.0147,DPB3,10.12,0.14,15.61,0.23,11.88,0.58,1.89,0.07,1.54,13.79,,,,,,,,,,,,,,,,,,,,,,,,
0.0148,DPC3,5.20,0.07,7.00,0.12,6.58,0.35,1.13,0.05,1.35,6.85,,,,,,,,,,,,,,,,,,,,,,,,
0.0149,DPC3,6.66,0.13,9.79,0.20,6.79,0.36,1.29,0.03,1.47,8.96,,,,,,,,,,,,,,,,,,,,,,,,
0.015,DPC3,6.29,0.10,9.90,0.16,5.53,0.30,1.16,0.03,1.57,8.62,,,,,,,,,,,,,,,,,,,,,,,,
0.0151,DPC3,11.01,,23.46,,,,2.33,,2.13,16.52,,,,,,,,,,,,,,,,,,,,,,,,
0.0152,DPC3,11.48,,23.85,,,,2.45,,2.08,17.09,,,,,,,,,,,,,,,,,,,,,,,,
0.0153,DPC3,12.41,,29.23,,,,2.59,,2.36,19.28,,,,,,,,,,,,,,,,,,,,,,,,
0.0154,DPB3,14.07,,28.24,,,,3.05,,2.01,20.71,,,,,,,,,,,,,,,,,,,,,,,,
0.0155,DPB3,12.90,,24.89,,,,2.75,,1.93,18.74,,,,,,,,,,,,,,,,,,,,,,,,
0.0156,DPB3,13.37,,26.16,,,,2.95,,1.96,19.52,,,,,,,,,,,,,,,,,,,,,,,,
0.0157,DPB3,11.70,,24.77,,,,1.97,,2.12,17.52,,,,,,,,,,,,,,,,,,,,,,,,
0.0158,DPB3,12.96,,31.94,,,,2.22,,2.46,20.47,,,,,,,,,,,,,,,,,,,,,,,,
0.0159,DPB3,12.72,,33.20,,,,2.35,,2.61,20.52,,,,,,,,,,,,,,,,,,,,,,,,
0.016,G1-B,3.36,,21.13,,,,1.30,,6.30,8.32,,,,,,,,,,,,,,,,,,,,,,,,
0.0161,G1-B,3.28,,20.35,,,,1.20,,6.21,8.06,,,,,,,,,,,,,,,,,,,,,,,,
0.0162,G1-B,4.51,,27.01,,,,1.17,,5.99,10.86,,,,,,,,,,,,,,,,,,,,,,,,
0.0163,AN-23-01-A1,12.32,,39.26,,,,1.80,,3.19,21.55,,,,,,,,,,,,,,,,,,,,,,,,
0.0164,AN-23-01-A1,12.91,,32.31,,,,1.85,,2.50,20.50,,,,,,,,,,,,,,,,,,,,,,,,
0.0165,AN-23-01-A2,11.31,,50.25,,,,1.42,,4.44,23.11,,,,,,,,,,,,,,,,,,,,,,,,
0.0166,AN-23-01-A2,12.59,,23.47,,,,1.38,,1.86,18.11,,,,,,,,,,,,,,,,,,,,,,,,
0.0167,AN-23-01-A2,11.30,,72.48,,,,2.63,,6.41,28.33,,,,,,,,,,,,,,,,,,,,,,,,
0.0168,AN-23-01-A2,11.13,,55.64,,,,1.69,,5.00,24.20,,,,,,,,,,,,,,,,,,,,,,,,
0.0169,AN-23-01-B1,15.41,,28.65,,,,2.06,,1.86,22.14,,,,,,,,,,,,,,,,,,,,,,,,
0.017,AN-23-01-B1,14.73,,27.99,,,,1.96,,1.90,21.31,,,,,,,,,,,,,,,,,,,,,,,,
0.0171,AN-23-01-B1,15.14,,29.73,,,,2.17,,1.96,22.12,,,,,,,,,,,,,,,,,,,,,,,,
0.0172,AN-23-01-B1,16.02,,32.79,,,,2.19,,2.05,23.72,,,,,,,,,,,,,,,,,,,,,,,,
0.0173,DPF-2a,20.47,,43.52,,,,3.19,,2.13,30.69,,,,,,,,,,,,,,,,,,,,,,,,
0.0174,DPF-2a,19.19,,44.08,,,,3.20,,2.30,29.54,,,,,,,,,,,,,,,,,,,,,,,,
0.0175,DPF-2b,15.74,,36.76,,,,1.83,,2.34,24.38,,,,,,,,,,,,,,,,,,,,,,,,
0.0176,DPF-2b,17.16,,66.23,,,,8.62,,3.86,32.72,,,,,,,,,,,,,,,,,,,,,,,,
0.0177,DPF-7a,12.02,,34.44,,,,0.78,,2.86,20.12,,,,,,,,,,,,,,,,,,,,,,,,
0.0178,DPF-7a,9.37,,17.39,,,,1.75,,1.86,13.45,,,,,,,,,,,,,,,,,,,,,,,,
0.0179,DPF-1b,11.73,,57.05,,,,1.99,,4.86,25.14,,,,,,,,,,,,,,,,,,,,,,,,
0.018,DPF-1b,10.91,,33.96,,,,1.44,,3.11,18.89,,,,,,,,,,,,,,,,,,,,,,,,
0.0181,N4E-Pingo-J Frag. 2(a) black botryoidal gth,22.53,0.36,-0.08,-0.02,9.40,0.50,1.09,0.03,0.00,22.51,,,,,,,,,,,,,,,,,,,,,,,,
0.0182,N4E-Pingo-J Frag. 2(b) black botryoidal gth,15.62,0.21,-0.09,-0.01,10.56,0.48,1.13,0.05,-0.01,15.60,,,,,,,,,,,,,,,,,,,,,,,,
0.0183,N4E-Pingo-J Frag. 2(c) black botryoidal gth,19.77,0.22,-0.09,-0.01,8.59,0.41,1.00,0.06,0.00,19.75,,,,,,,,,,,,,,,,,,,,,,,,
0.0184,N4E-Pingo-J Frag. 2(d) dark brown gth,5.47,0.07,-0.04,-0.02,14.28,0.68,0.37,0.02,-0.01,5.46,,,,,,,,,,,,,,,,,,,,,,,,
0.0185,N4E-Pingo-J Frag. 2(e) dark brown gth,11.46,0.20,-0.08,-0.01,9.22,0.46,0.86,0.02,-0.01,11.44,,,,,,,,,,,,,,,,,,,,,,,,
0.0186,N4E-Pingo-J Frag. 2(f) dark brown gth,7.24,0.10,-0.08,-0.01,15.46,0.70,0.44,0.02,-0.01,7.22,,,,,,,,,,,,,,,,,,,,,,,,
0.0187,Office Bahia Bottom layer(a),0.96,0.02,1.17,0.02,1.16,0.09,0.42,0.02,1.22,1.23,,,,,,,,,,,,,,,,,,,,,,,,
0.0188,Office Bahia Bottom layer(b),0.79,0.02,1.29,0.02,1.34,0.08,0.43,0.02,1.63,1.09,,,,,,,,,,,,,,,,,,,,,,,,
0.0189,Office Bahia Bottom layer(c),0.95,0.01,1.13,0.03,1.15,0.06,0.43,0.03,1.19,1.22,,,,,,,,,,,,,,,,,,,,,,,,
0.019,Office Bahia Bottom layer(d),0.97,0.02,1.18,0.03,1.34,0.08,0.43,0.02,1.22,1.25,,,,,,,,,,,,,,,,,,,,,,,,
0.0191,Office Bahia Top layer(b),0.37,0.01,1.82,0.03,1.41,0.07,0.29,0.02,4.92,0.80,,,,,,,,,,,,,,,,,,,,,,,,
0.0192,Office Bahia Top layer(d),0.39,0.01,1.80,0.04,1.28,0.06,0.27,0.01,4.62,0.81,,,,,,,,,,,,,,,,,,,,,,,,
0.0193,Fe-ox breccia (a),0.37,0.01,-0.06,-0.01,-0.07,-0.02,0.04,0.01,-0.16,0.36,,,,,,,,,,,,,,,,,,,,,,,,
0.0194,Fe-ox breccia (b),0.29,0.01,-0.13,-0.02,-0.22,-0.04,0.03,0.01,-0.45,0.26,,,,,,,,,,,,,,,,,,,,,,,,
0.0195,Fe-ox breccia (c),0.20,0.01,-0.08,-0.01,-0.14,-0.04,0.02,0.00,-0.40,0.18,,,,,,,,,,,,,,,,,,,,,,,,
0.0196,CT33-1,0.03,,,,,,0.00,,0.00,0.03,,,,,,,,,,,,,,,,,,,,,,,,
0.0197,CT33-2,0.06,,0.09,,,,0.00,,1.65,0.08,,,,,,,,,,,,,,,,,,,,,,,,
0.0198,CT33-3,0.25,,0.12,,,,0.01,,0.47,0.28,,,,,,,,,,,,,,,,,,,,,,,,
0.0199,CT33-4,0.18,,0.17,,,,0.01,,0.96,0.22,,,,,,,,,,,,,,,,,,,,,,,,
0.02,HGT-16-01(A)(1),6.56,,16.48,,,,0.49,,2.51,10.43,,,,,,,,,,,,,,,,,,,,,,,,
0.0201,HGT-16-01(A)(2),6.97,,15.44,,,,0.46,,2.21,10.60,,,,,,,,,,,,,,,,,,,,,,,,
0.0202,HGT-16-01(A)(3),5.19,,17.63,,,,0.59,,3.40,9.33,,,,,,,,,,,,,,,,,,,,,,,,
0.0203,HGT-16-01(A)(4),4.51,,7.41,,,,0.58,,1.64,6.25,,,,,,,,,,,,,,,,,,,,,,,,
0.0204,HGT-16-01C (3),5.19,,7.25,,,,0.55,,1.40,6.89,,,,,,,,,,,,,,,,,,,,,,,,
0.0205,HGT-16-01C (4),7.09,,31.52,,,,0.79,,4.44,14.50,,,,,,,,,,,,,,,,,,,,,,,,
0.0206,HGT-16-01D (1),5.61,,38.24,,,,0.69,,6.82,14.59,,,,,,,,,,,,,,,,,,,,,,,,
0.0207,HGT-16-01D (2),6.59,,24.39,,,,0.56,,3.70,12.32,,,,,,,,,,,,,,,,,,,,,,,,
0.0208,HGT-16-02(A)(1),4.31,,6.98,,,,0.25,,1.62,5.95,,,,,,,,,,,,,,,,,,,,,,,,
0.0209,HGT-16-02(A)(2),4.60,,29.43,,,,0.63,,6.40,11.51,,,,,,,,,,,,,,,,,,,,,,,,
0.021,HGT-16-02(A)(3),4.33,,3.76,,,,0.14,,0.87,5.22,,,,,,,,,,,,,,,,,,,,,,,,
0.0211,HGT-16-02(B)(2),2.13,,8.97,,,,0.37,,4.20,4.24,,,,,,,,,,,,,,,,,,,,,,,,
0.0212,HGT-16-02(B)(3),6.30,,10.40,,,,0.43,,1.65,8.75,,,,,,,,,,,,,,,,,,,,,,,,
0.0213,HGT-16-02(B)(4),1.86,,4.97,,,,0.21,,2.67,3.03,,,,,,,,,,,,,,,,,,,,,,,,
0.0214,HGT-16-03(A)(1),8.46,,4.44,,,,0.09,,0.53,9.51,,,,,,,,,,,,,,,,,,,,,,,,
0.0215,HGT-16-03(A)(2),6.81,,4.04,,,,0.11,,0.59,7.76,,,,,,,,,,,,,,,,,,,,,,,,
0.0216,HGT-16-03(A)(3),6.16,,7.68,,,,0.11,,1.25,7.96,,,,,,,,,,,,,,,,,,,,,,,,
0.0217,HGT-16-03(A)(4),7.13,,4.41,,,,0.11,,0.62,8.17,,,,,,,,,,,,,,,,,,,,,,,,
0.0218,HGT-16-05(C)(1),0.34,,0.04,,,,0.06,,0.12,0.35,,,,,,,,,,,,,,,,,,,,,,,,
0.0219,HGT-16-05(C)(3),4.46,,14.70,,,,0.90,,3.29,7.92,,,,,,,,,,,,,,,,,,,,,,,,
0.022,MtN1-16-08-1A,3.60,,4.22,,,,0.05,,1.17,4.59,,,,,,,,,,,,,,,,,,,,,,,,
0.0221,MtN1-16-08-1A,0.47,,2.79,,,,0.04,,5.88,1.13,,,,,,,,,,,,,,,,,,,,,,,,
0.0222,MtN1-16-08-1A,0.93,,3.36,,,,0.05,,3.63,1.72,,,,,,,,,,,,,,,,,,,,,,,,
0.0223,MtN1-16-08-2A,1.05,,2.68,,,,0.04,,2.56,1.68,,,,,,,,,,,,,,,,,,,,,,,,
0.0224,MtN1-16-08-2A,1.52,,2.49,,,,0.04,,1.64,2.10,,,,,,,,,,,,,,,,,,,,,,,,
0.0225,MtN1-16-08-2A,0.74,,2.44,,,,0.06,,3.31,1.31,,,,,,,,,,,,,,,,,,,,,,,,
0.0226,HGT-16-03P3(1),11.28,,28.52,,,,0.37,,2.53,17.98,,,,,,,,,,,,,,,,,,,,,,,,
0.0227,HGT-16-03P3(2),9.70,,29.99,,,,0.36,,3.09,16.74,,,,,,,,,,,,,,,,,,,,,,,,
0.0228,HGT-16-03P3(3),1.02,,12.49,,,,0.19,,12.26,3.95,,,,,,,,,,,,,,,,,,,,,,,,
0.0229,HGT-16-03P3(4),0.92,,8.03,,,,0.17,,8.75,2.81,,,,,,,,,,,,,,,,,,,,,,,,
0.023,HGT-16-02P2,6.18,,7.15,,,,0.16,,1.16,7.86,,,,,,,,,,,,,,,,,,,,,,,,
